,user_location,date,text,hashtags,source
493,SF Bay Area | Ohlone land,2022-08-17 22:11:20+00:00,"🌱San Mateo County sustainability advocates: Join @sustanablesmc today for their August Happy Hour, 5:30pm! Preregister at https://t.co/DlEiWTq0zo 
The topic: NextGen #UrbanAgriculture: Taking a Bite out of #FoodInsecurity  while Growing Communities",,Twitter Web App
494,"Wellington City, New Zealand",2022-08-17 22:04:10+00:00,"RT @MatyOBrien: He was told '...you want to move to #NewZealand? It’s just sheep &amp; cows!' 🐑🐄
Delighted to have Gil Meron CEO of @sproutagri…",['NewZealand'],Twitter for iPhone
495,NY,2022-08-17 21:51:43+00:00,"Ukrainian grain exports have been halted since #Russia began its faltering military adventure against #Ukraine in February, accelerating a historic crisis of global #foodinsecurity. https://t.co/v9pjIIv6zQ via @americamag","['Russia', 'Ukraine']",Twitter for iPhone
496,Guelph,2022-08-17 21:34:24+00:00,"RT @proofcanada: After six PROOF reports, the story of #FoodInsecurity in Canada remains the same — it is a large problem that hasn’t gotte…",['FoodInsecurity'],Twitter for iPhone
497,"Toronto, Canada",2022-08-17 21:25:40+00:00,"RT @proofcanada: After six PROOF reports, the story of #FoodInsecurity in Canada remains the same — it is a large problem that hasn’t gotte…",['FoodInsecurity'],Twitter for Android
498,Canada,2022-08-17 21:23:09+00:00,"After six PROOF reports, the story of #FoodInsecurity in Canada remains the same — it is a large problem that hasn’t gotten any better and requires more effective, income-based responses from provincial &amp; federal governments.

Read the new report here: https://t.co/0iUaoGIwdZ https://t.co/qoqE7KBJoh https://t.co/Np3UrZSt56",['FoodInsecurity'],Twitter Web App
499,"Washington, DC",2022-08-17 21:16:29+00:00,RT @FSNnetwork: Join our #KSSonHDP next week to explore preparing for shocks by building capabilities for rapid pivots to meet emergency ne…,['KSSonHDP'],Twitter Web App
500,"Louisville, KY USA",2022-08-17 21:01:08+00:00,"We want to thank our amazing #staff, #volunteers, and #donors. You are a gift to the children who experience #foodinsecurity. Because of you, we can do the work that we do. #NationalNonprofitDay https://t.co/CpgaJLj6H2","['staff', 'volunteers', 'donors']",Meltwater Social
501,"Downingtown, PA",2022-08-17 20:53:28+00:00,"Please check out @f4service #F4 most recent #Blog post on #Hunger by Kristen Ames, LCSW.  

#F4endhunger #Foodinsecurity #Endhunger #food 

https://t.co/eDurxiq0WU","['F4', 'Blog', 'Hunger', 'F4endhunger']",Twitter Web App
502,"Mississauga, Ontario",2022-08-17 20:52:48+00:00,"RT @proofcanada: Dr. Valerie Tarasuk spoke with @annhui about our new report on household #FoodInsecurity in 2021. 

“The thing that smacks…",['FoodInsecurity'],Twitter Web App
503,Toronto,2022-08-17 20:52:08+00:00,RT @Moneris: A modern change jar for change! The @DailyBreadTO adopted a no-touch donation technology that has made it easier for donors to…,,Twitter Web App
504,"Franklin, MA",2022-08-17 20:47:44+00:00,RT @FranklinFoodPan: We're hiring! Come join our team and make a difference. #foodinsecurity #foodpantry #communications #funddevelopment #…,"['foodinsecurity', 'foodpantry', 'communications', 'funddevelopment']",Twitter Web App
505,"Salt Lake City, Utah",2022-08-17 20:46:03+00:00,"RT @usu_hsi: Learn more: 
https://t.co/iq71IiWnym

#FoodInsecurity #HungerSolutions #Hunger https://t.co/HaJhqIGTvX","['FoodInsecurity', 'HungerSolutions', 'Hunger']",Twitter for Android
506,"Toronto, Ontario, Canada",2022-08-17 20:45:40+00:00,Thrilled at this @Moneris profile of our @tiptappay partner @DailyBreadTO. A cause that is also near and dear to my heart. ❤️ #FoodInsecurity #Charity #IAmTiptap https://t.co/s3NWlTS36l,,Twitter for iPhone
507,"California, USA",2022-08-17 20:17:49+00:00,RT @TechSoup: .@FoodCloud is a #nonprofit working to tackle the twin issues of #FoodWaste and #FoodInsecurity. Learn more about their work:…,"['nonprofit', 'FoodWaste', 'FoodInsecurity']",Twitter for iPhone
508,,2022-08-17 20:15:16+00:00,"Learn more: 
https://t.co/iq71IiWnym

#FoodInsecurity #HungerSolutions #Hunger https://t.co/HaJhqIGTvX","['FoodInsecurity', 'HungerSolutions', 'Hunger']",Hootsuite Inc.
509,,2022-08-17 20:11:43+00:00,"RT @RedDoorFamilySh: As #foodinsecurity reaches record highs, the Red Door Family Shelter is determined to continue offering former residen…",['foodinsecurity'],Hootsuite Inc.
510,,2022-08-17 20:09:21+00:00,RT @SingleDadSW: Cost of Living Crisis Interview live w/ @AasmahMir on @TimesRadio about the realities of #fuelpoverty and #foodinsecurity…,"['fuelpoverty', 'foodinsecurity']",Twitter Web App
511,"Franklin, MA",2022-08-17 19:44:13+00:00,We're hiring! Come join our team and make a difference. #foodinsecurity #foodpantry #communications #funddevelopment #workingwednesday https://t.co/OYGuut7iFZ https://t.co/YOhSpIOLiQ,"['foodinsecurity', 'foodpantry', 'communications']",Twitter Web App
512,Nairobi,2022-08-17 19:37:32+00:00,RT @CAREGlobal: Hodan and her family eat 3 times a week instead of 3 times a day. They are among the 6 million people in #Somalia facing #f…,['Somalia'],Twitter for Android
513,"Hagerstown, MD",2022-08-17 19:25:10+00:00,"Great coverage of our #UnitedAgainstHunger campaign by the @HeraldMailNews. #FoodInsecurity is pervasive in our county and recently made worse by the inflation crisis. 
Now extended thru 8/31, your donations are MATCHED (up to $100k). 
Learn more/donate: https://t.co/73egWUkWik https://t.co/BBAoIpcZfx","['UnitedAgainstHunger', 'FoodInsecurity']",Twitter Web App
514,Mississauga,2022-08-17 19:23:30+00:00,"RT @CompassFoodBank: Like other food banks across Canada, numbers keep climbing at @CompassFoodBank. The number of people we feed, the numb…",,Twitter for iPhone
515,"Saskatchewan, Canada",2022-08-17 19:20:36+00:00,RT @proofcanada: Take a look at our new report to learn more about the rates of #FoodInsecurity in the ten provinces in 2021. We explore wh…,['FoodInsecurity'],Twitter for iPhone
516,Canada,2022-08-17 19:16:20+00:00,Take a look at our new report to learn more about the rates of #FoodInsecurity in the ten provinces in 2021. We explore who is most at risk of food insecurity and what that tells us about solutions needed — policies to ensure adequate incomes. #CdnPoli https://t.co/0iUaoGIwdZ https://t.co/q4idOB2H9L,['FoodInsecurity'],Twitter Web App
517,"Mississauga, Ontario",2022-08-17 19:02:47+00:00,"Like other food banks across Canada, numbers keep climbing at @CompassFoodBank. The number of people we feed, the number of households we provide to, the number of pounds of food we distribute. #FoodBank #hunger #foodinsecurity #community #Mississauga https://t.co/v8d1c8WmWw",,Twitter Web App
518,Silicon Valley,2022-08-17 18:57:12+00:00,RT @TechSoup: .@FoodCloud is a #nonprofit working to tackle the twin issues of #FoodWaste and #FoodInsecurity. Learn more about their work:…,"['nonprofit', 'FoodWaste', 'FoodInsecurity']",Twitter Web App
519,Canada,2022-08-17 18:49:49+00:00,"RT @A_Way_Express: ""67% of Ontario households relying on Ontario Works (OW) and/or Ontario Disability Support Program (ODSP) as the main so…",,Twitter Web App
520,"Bellevue, WA",2022-08-17 18:19:31+00:00,"RT @SeaUrbanLeague: Celebrate Summer Farm Day with Urban League, Basilica Bio and CitySoil Farm on Friday, August 26, 2022, 11AM – 2PM.

Sp…",,Twitter Web App
521,Canada,2022-08-17 18:18:56+00:00,A modern change jar for change! The @DailyBreadTO adopted a no-touch donation technology that has made it easier for donors to support with funds. The #charity has been combating #foodinsecurity in #Toronto for nearly four decades. Read more here: https://t.co/2iSRfiEUCV https://t.co/fwdHOwWHGz,,Sprinklr
522,"70 South Bay Ave. Boston, MA",2022-08-17 18:12:28+00:00,"RT @projectbread: Do you vote in Massachusetts?  Lieutenant Governor Candidate Forum on Food Insecurity is STARTING at 2pm - join on zoom,…",,Twitter for iPhone
523,"Philadelphia, PA",2022-08-17 18:11:43+00:00,"RT @projectbread: Do you vote in Massachusetts?  Lieutenant Governor Candidate Forum on Food Insecurity is STARTING at 2pm - join on zoom,…",,Twitter for iPhone
524,"New York, NY",2022-08-17 18:07:05+00:00,"Thrilled to share our latest placement in @TheBKReader! The article highlights TFFJ's trajectory since our launch in 2013, and features our farm at @BCMSBengals! Read it here: https://t.co/CjAaBgdrdJ

#brooklyn #foodinsecurity #nutritioneducation #foodjustice #stem #urbanfarming",,Sprout Social
525,"Seattle, WA",2022-08-17 18:03:28+00:00,"RT @SeaUrbanLeague: Celebrate Summer Farm Day with Urban League, Basilica Bio and CitySoil Farm on Friday, August 26, 2022, 11AM – 2PM.

Sp…",,Twitter Web App
526,"Toronto, Ontario",2022-08-17 18:02:13+00:00,"""67% of Ontario households relying on Ontario Works (OW) and/or Ontario Disability Support Program (ODSP) as the main source of income were food insecure.""
@CityNewsTO @proofcanada @UofT 

https://t.co/3GuXpi3zLo

#foodinsecurity #onpoli #mentalhealth 
#SocEnt #SmallBusiness",,Twitter Web App
527,Massachusetts,2022-08-17 18:01:02+00:00,"Do you vote in Massachusetts?  Lieutenant Governor Candidate Forum on Food Insecurity is STARTING at 2pm - join on zoom, hear the candidates discuss their policies on #foodinsecurity - https://t.co/MrHYmQ0tWL",,Twitter Web App
528,,2022-08-17 18:00:12+00:00,"The Healthy Meals, Healthy Kids Act would reauthorize and expand the access to free school meals through existing federal nutrition programs. #FoodInsecurity https://t.co/WCBlPv04Vd https://t.co/meMkEz9iwx",,ReadyForSocial App
529,"St. Louis, MO",2022-08-17 18:00:09+00:00,The Pentagon is looking to provide some relief for the one in four military families that experience #FoodInsecurity with a new roadmap to get them the resources they need and improve economic conditions. https://t.co/CFerz2RQtk https://t.co/6HLMXpoFY7,,ReadyForSocial App
530,"Riverhead, NY",2022-08-17 18:00:00+00:00,"Inflation, supply shortages, global food crisis. There are many factors causing #foodinsecurity levels to rise.  BUT, you can help. Learn more here: https://t.co/9V8LNvUsXN 

#strongertogether #nonprofit #donate #volunteer #charity https://t.co/YdBVRVE1XS
via @LongIslandCares",['foodinsecurity'],TweetDeck
531,,2022-08-17 17:53:56+00:00,"RT @ICRAF: With over 2 billion people experiencing #foodinsecurity, scientists argue that the greater use of #trees is a key solution to ad…","['foodinsecurity', 'trees']",Twitter for Android
532,,2022-08-17 17:49:48+00:00,RT @FareShareHull: Another fantastic #donation from Tesco today. A whole range of fantastic #surplusfood for our members. Thank you @Tesco…,"['donation', 'surplusfood']",Twitter for iPhone
533,Seattle,2022-08-17 17:48:59+00:00,"Celebrate Summer Farm Day with Urban League, Basilica Bio and CitySoil Farm on Friday, August 26, 2022, 11AM – 2PM.

Spaces are limited, so RSVP via the link in our bio ASAP! Open to all ages!

#ULMS #urbanleague #Seattle #WA #gardening #sustainability #foodinsecurity #cleanwater https://t.co/ugcncFxD6n",,Twitter Web App
534,,2022-08-17 17:45:05+00:00,The creation of the Global Alliance for Food Security is a huge step forward in the research and development that will eventually lead to the action of both short and long term #FoodInsecurity solutions. https://t.co/FMgrnchMLT https://t.co/kNrIfLhqC1,,ReadyForSocial App
535,Mississauga,2022-08-17 17:22:12+00:00,RT @nutrisci_uoft: Check out this new article highlighting Professor Valerie Tarasuk's research on #FoodInsecurity in Canada 🇨🇦 @proofcanad…,['FoodInsecurity'],Twitter Web App
536,"San Francisco, CA & Global",2022-08-17 17:13:33+00:00,".@FoodCloud is a #nonprofit working to tackle the twin issues of #FoodWaste and #FoodInsecurity. Learn more about their work: https://t.co/OEsOIEmdRT 

#PublicGoodAppHouse https://t.co/0bbxdi60n3","['nonprofit', 'FoodWaste', 'FoodInsecurity']",Twitter Web App
537,"Toronto, Canada",2022-08-17 17:08:05+00:00,RT @proofcanada: NEW LAUNCH: This report is a new look at #FoodInsecurity in 2021. It details what food insecurity rates looked like throug…,['FoodInsecurity'],Twitter for iPad
538,"Jefferson City, Missouri",2022-08-17 16:59:01+00:00,RT @brownfield: Today @MissouriFFA members and other volunteers packed meals for the @MOFarmersCare Drive to Feed Kids at the @MoStateFair…,,Twitter Web App
539,"Dakar, Senegal",2022-08-17 16:47:28+00:00,"RT @USAIDWestAfrica: The @IFDCGlobal and @CORAFNews Fertilizer and Seed Recommendations Map for West Africa, #FeSeRWAM, is online with tech…",['FeSeRWAM'],Twitter Web App
540,"Ash Vale, Surrey, UK",2022-08-17 16:47:03+00:00,RT @FareShareHull: Another fantastic #donation from Tesco today. A whole range of fantastic #surplusfood for our members. Thank you @Tesco…,"['donation', 'surplusfood']",Twitter Web App
541,Hull & Westminster,2022-08-17 16:34:48+00:00,RT @FareShareHull: Another fantastic #donation from Tesco today. A whole range of fantastic #surplusfood for our members. Thank you @Tesco…,"['donation', 'surplusfood']",Twitter for iPhone
542,"Nariman Point, Mumbai, India",2022-08-17 16:30:00+00:00,"Acute #foodinsecurity and undernourishment have become more prevalent in recent times, and the imperative is to build more robust and #sustainable food systems that do not adversely impact the environment, say @shoba_suri &amp; @DrSubhasree https://t.co/zQ2DlBH5rK",['foodinsecurity'],TweetDeck
543,"Massachusetts, USA",2022-08-17 16:25:14+00:00,"Before the pandemic, in February 2020, Citizens Inn in Peabody served about 450 homes monthly.

That jumped to 850 in 2021 and now they're helping more than 1,100 households each month.

#hunger #foodinsecurity 

https://t.co/rWCHWMB8AD",,Twitter Web App
544,"Boston, MA",2022-08-17 16:19:43+00:00,"Not a surprise that everyone, including middle and high income shoppers, are looking for ways to ease their painful food expenses.  Food costs are up 13%.  Ouch!How are you coping?  @Walmart 
@pgrocer #Inflation #foodinsecurity @eatrightPRO https://t.co/qwhS5xnf4a",,Hootsuite Inc.
545,Canada,2022-08-17 16:07:21+00:00,"RT @greenurlifenow: Check out the Doodle Classroom at @ShopGTC (Guildford Town Centre) running from
Monday, Aug. 15 until Monday, Sept. 5,…",,Twitter Web App
546,"Atlanta, GA",2022-08-17 16:05:23+00:00,"Support Supreme Family Food Foundation, and help eliminate food insecurity in our senior community. Click on the link to donate  https://t.co/5e6Q7i9lh5  #seniors #foodinsecurity #health #nonprofit #support #sharethispost https://t.co/EA3KqH9z01",,Loomly
547,,2022-08-17 15:48:03+00:00,"The DoD Office of the Under Secretary for Personnel and Readiness outlines a plan to address #foodinsecurity. Read up here:
https://t.co/QNzwktXEvn",['foodinsecurity'],Sprout Social
548,Italia,2022-08-17 15:45:53+00:00,"RT @CAREGlobal: Despite women being responsible for 90% of preparing and buying food, they are eating last and least. #Ittakesavillage to r…",['Ittakesavillage'],Twitter for Android
